	anno	departamento	zona	regimen_de_administradora	sexo	etapas_ciclo_vital	tipo_de_usuario	nivel_sisben	conteo_de_administradoras	conteo_de_prestadores	costo_procedimiento	neto_a_pagar_-_consulta	numero_de_atenciones	numero_personas_atendidas	valor_consulta	valor_cuota_moderadora_-_consulta
1912	2011	05 - Antioquia	Rural	SALUD: SUBSIDIADO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	1	1	0	21400.0	1	1	21400.0	0.0
1913	2011	05 - Antioquia	Rural	SALUD: SUBSIDIADO	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	1	1	18924	19281.0	3	1	21424.0	2142.0
1914	2011	05 - Antioquia	Rural	SALUD: SUBSIDIADO	MASCULINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	2	2	32492	42800.0	7	2	42800.0	0.0
1915	2012	05 - Antioquia	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 19 a 26 años	2 - SUBSIDIADO	NIVEL 2	1	1	0	22700.0	1	1	22700.0	0.0
1916	2012	05 - Antioquia	Rural	SALUD: CONTRIBUTIVO	MASCULINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	1	1	40000	0.0	1	1	0.0	0.0
1917	2012	05 - Antioquia	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NIVEL 1	2	3	56130	41000.0	5	3	41000.0	0.0
1918	2012	05 - Antioquia	Centro Poblado	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	2	5	1166859	97215.0	36	3	97754.0	2200.0
1919	2012	05 - Antioquia	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	2	2	24400	50000.0	3	2	50000.0	0.0
1920	2012	05 - Antioquia	Cabecera	NA : NO APLICA	MASCULINO	De 19 a 26 años	3 - VINCULADO	NO REPORTADO	1	1	0	26380.0	1	1	27780.0	1400.0
1921	2012	05 - Antioquia	Rural	NA : NO APLICA	FEMENINO	De 19 a 26 años	5 - OTRO	NO REPORTADO	1	2	0	77700.0	2	1	77700.0	0.0
1922	2012	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	7	31	2124556	811380.0	184	25	803300.0	39600.0
1923	2012	05 - Antioquia	Rural	NA : NO APLICA	FEMENINO	De 19 a 26 años	3 - VINCULADO	NO REPORTADO	1	3	622865	0.0	9	1	0.0	0.0
1925	2012	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO APLICA	2	2	20097	30400.0	4	2	30400.0	0.0
1926	2012	05 - Antioquia	Centro Poblado	SALUD: SUBSIDIADO	MASCULINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	25900.0	1	1	28800.0	2900.0
1927	2012	05 - Antioquia	Cabecera	NA : NO APLICA	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	1	4	92140	130265.0	7	3	131655.0	1390.0
1928	2012	05 - Antioquia	Cabecera	NA : NO APLICA	FEMENINO	De 19 a 26 años	8 - DESPLAZADO NO ASEGURADO O VINCULADO	NO REPORTADO	1	1	0	26405.0	1	1	27795.0	1390.0
1929	2012	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NIVEL 1	2	4	147653	0.0	4	4	0.0	0.0
1930	2012	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO APLICA	1	1	44999	13493.0	4	1	13493.0	2200.0
1931	2012	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	6	10	238911	302767.0	33	10	298751.0	24000.0
1932	2012	05 - Antioquia	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 19 a 26 años	2 - SUBSIDIADO	NIVEL 1	2	2	23900	82600.0	4	3	82600.0	0.0
1933	2012	05 - Antioquia	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	3	9	225092	187970.0	15	9	187970.0	0.0
1934	2012	05 - Antioquia	Centro Poblado	NA : NO APLICA	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	1	1	273000	0.0	5	1	0.0	0.0
1935	2012	05 - Antioquia	Centro Poblado	SALUD: CONTRIBUTIVO	MASCULINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	2	2	4971000	33942.0	45	2	33942.0	2200.0
1936	2012	05 - Antioquia	Centro Poblado	SALUD: SUBSIDIADO	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	28300.0	1	1	28300.0	0.0
1941	2012	05 - Antioquia	Rural	NA : NO APLICA	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	1	2	257465	45000.0	20	3	45000.0	0.0
1942	2012	05 - Antioquia	Rural	SALUD: SUBSIDIADO	MASCULINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	2	3	0	48739.0	3	3	51039.0	2300.0
1943	2013	05 - Antioquia	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	2	4	182000	118000.0	19	5	118000.0	0.0
1945	2013	05 - Antioquia	Rural	NA : NO APLICA	FEMENINO	De 19 a 26 años	5 - OTRO	NO REPORTADO	1	1	0	34000.0	1	1	34000.0	0.0
1946	2013	05 - Antioquia	Centro Poblado	SALUD: SUBSIDIADO	MASCULINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	1	1	43945	0.0	1	1	0.0	0.0
1947	2013	05 - Antioquia	Rural	NA : NO APLICA	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	1	3	478680	68000.0	20	2	68000.0	0.0
1949	2013	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	7	35	5650982	1130262.0	293	36	1055653.0	126100.0
1950	2013	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO APLICA	2	2	0	37236.0	2	2	37236.0	2300.0
1951	2013	05 - Antioquia	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO APLICA	1	1	0	30900.0	1	1	30900.0	0.0
1953	2013	05 - Antioquia	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 19 a 26 años	5 - OTRO	NO REPORTADO	1	1	0	18880.0	1	1	18880.0	0.0
1954	2013	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	5 - OTRO	NO REPORTADO	1	2	0	55040.0	5	4	54625.0	11500.0
1955	2013	05 - Antioquia	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NIVEL 1	2	2	0	42400.0	3	2	47200.0	4800.0
1956	2013	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NIVEL 2	1	2	91329	0.0	6	2	0.0	0.0
1957	2013	05 - Antioquia	Cabecera	NA : NO APLICA	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	1	1	0	2.0	2	2	2.0	0.0
1959	2013	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 19 a 26 años	1 - CONTRIBUTIVO	NIVEL 2	1	1	0	8755.0	1	1	21423.0	2300.0
1960	2013	05 - Antioquia	Centro Poblado	SALUD: CONTRIBUTIVO	MASCULINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	1	2	38483	0.0	4	1	0.0	0.0
1961	2013	05 - Antioquia	Centro Poblado	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	1	1	1831485	0.0	1	1	0.0	0.0
1962	2013	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	2	7	1060276	134282.0	53	7	190720.0	25100.0
1964	2013	05 - Antioquia	Centro Poblado	SALUD: CONTRIBUTIVO	MASCULINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	1	2	0	67400.0	2	1	52300.0	4600.0
1966	2013	05 - Antioquia	Cabecera	NA : NO APLICA	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NIVEL 1	1	1	0	21200.0	1	1	23600.0	2400.0
1967	2013	05 - Antioquia	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 19 a 26 años	1 - CONTRIBUTIVO	NIVEL 1	1	1	0	0.0	1	1	0.0	0.0
1968	2013	05 - Antioquia	Cabecera	NA : NO APLICA	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	58427.0	2	2	62300.0	3873.0
1971	2013	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NIVEL 1	3	6	267574	160061.0	26	5	148782.0	11500.0
1972	2013	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO APLICA	1	1	41300	0.0	3	1	0.0	0.0
1973	2013	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	8755.0	1	1	8755.0	2300.0
1974	2013	05 - Antioquia	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 19 a 26 años	2 - SUBSIDIADO	NIVEL 1	1	3	214400	34000.0	16	2	34000.0	0.0
1975	2013	05 - Antioquia	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	3	9	0	381275.0	13	10	385995.0	8590.0
1977	2013	05 - Antioquia	Centro Poblado	SALUD: SUBSIDIADO	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NIVEL 1	1	1	67100	0.0	4	1	0.0	0.0
1978	2013	05 - Antioquia	Centro Poblado	SALUD: SUBSIDIADO	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO APLICA	1	1	0	23600.0	1	1	23600.0	2360.0
1982	2013	05 - Antioquia	Rural	NA : NO APLICA	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	1	1	0	204000.0	6	1	204000.0	0.0
1983	2013	05 - Antioquia	Rural	NA : NO APLICA	FEMENINO	De 19 a 26 años	3 - VINCULADO	NO REPORTADO	1	1	362800	0.0	1	1	0.0	0.0
1984	2013	05 - Antioquia	Rural	SALUD: SUBSIDIADO	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NIVEL 1	1	1	43945	0.0	1	1	0.0	0.0
1985	2013	05 - Antioquia	Rural	SALUD: SUBSIDIADO	MASCULINO	De 19 a 26 años	2 - SUBSIDIADO	NIVEL 1	1	1	0	23600.0	1	1	23600.0	0.0
1986	2013	05 - Antioquia	Rural	SALUD: SUBSIDIADO	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	2	5	408300	75500.0	12	6	75500.0	0.0
1987	2013	05 - Antioquia	Rural	SALUD: SUBSIDIADO	MASCULINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	61200.0	2	1	68000.0	6800.0
1989	2014	05 - Antioquia	Rural	SALUD: SUBSIDIADO	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	6	8	87600	237060.0	19	7	253260.0	16200.0
1990	2014	05 - Antioquia	Cabecera	NA : NO APLICA	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	1	1	12	1.0	13	3	1.0	0.0
1991	2014	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NIVEL 1	1	2	122620	46000.0	4	2	30900.0	2400.0
1992	2014	05 - Antioquia	Centro Poblado	SALUD: CONTRIBUTIVO	MASCULINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	1	2	256431	64200.0	13	1	64200.0	7200.0
1994	2014	05 - Antioquia	Cabecera	NA : NO APLICA	MASCULINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	1	2	30400	58373.0	4	2	58373.0	0.0
1996	2014	05 - Antioquia	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	18000.0	1	1	20000.0	2000.0
1997	2014	05 - Antioquia	Cabecera	NA : NO APLICA	MASCULINO	De 19 a 26 años	3 - VINCULADO	NO REPORTADO	1	1	0	17200.0	1	1	24600.0	7400.0
1999	2014	05 - Antioquia	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NIVEL 1	1	1	69500	73800.0	8	1	73800.0	0.0
2001	2014	05 - Antioquia	Rural	NA : NO APLICA	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	2	1	0	71000.0	2	1	71000.0	0.0
2006	2014	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO APLICA	1	3	660781	21400.0	23	2	21400.0	2500.0
2007	2014	05 - Antioquia	Cabecera	NA : NO APLICA	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	2	2	0	60100.0	2	2	60100.0	0.0
2010	2014	05 - Antioquia	Centro Poblado	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	1	4	0	60040.0	6	1	60040.0	14400.0
2012	2014	05 - Antioquia	Cabecera	NA : NO APLICA	MASCULINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	1	1	0	1.0	1	1	1.0	0.0
2014	2014	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NIVEL 2	1	1	27400	0.0	2	1	0.0	0.0
2015	2014	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	5	58	6387579	2258581.0	516	76	2063477.0	325300.0
2016	2014	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	5	24	1078119	306328.0	77	24	308728.0	52700.0
2017	2014	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	2	2	0	20136.0	2	2	20136.0	2400.0
2018	2014	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 19 a 26 años	3 - VINCULADO	NO REPORTADO	2	2	0	21400.0	2	2	21400.0	2400.0
2019	2014	05 - Antioquia	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	1	1	0	106800.0	1	1	120000.0	13200.0
2020	2014	05 - Antioquia	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	5	11	199638	671120.0	29	13	700920.0	29800.0
2021	2014	05 - Antioquia	Centro Poblado	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO APLICA	1	1	23854	21400.0	3	1	21400.0	2400.0
2022	2014	05 - Antioquia	Centro Poblado	SALUD: SUBSIDIADO	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	2	2	0	166600.0	2	2	166600.0	14200.0
2023	2014	05 - Antioquia	Centro Poblado	SALUD: SUBSIDIADO	MASCULINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	44500.0	1	1	50000.0	5500.0
2025	2014	05 - Antioquia	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	3	5	0	126941.0	9	3	111841.0	14400.0
2030	2014	05 - Antioquia	Rural	NA : NO APLICA	FEMENINO	De 19 a 26 años	3 - VINCULADO	NO REPORTADO	1	1	379088	0.0	1	1	0.0	0.0
2033	2014	05 - Antioquia	Rural	SALUD: SUBSIDIADO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	1	3	0	342070.0	10	2	342070.0	0.0
2035	2015	05 - Antioquia	Rural	SALUD: SUBSIDIADO	MASCULINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	58200.0	2	1	58200.0	0.0
2036	2015	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	6	21	1747325	460567.0	134	22	445972.0	62300.0
2037	2015	05 - Antioquia	Cabecera	NA : NO APLICA	MASCULINO	De 19 a 26 años	3 - VINCULADO	NO REPORTADO	1	1	0	40185.0	1	1	40185.0	0.0
2038	2015	05 - Antioquia	Centro Poblado	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	2	4	687161	37530.0	36	2	37530.0	7500.0
2039	2015	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 19 a 26 años	1 - CONTRIBUTIVO	NIVEL 2	1	1	74855	0.0	6	1	0.0	0.0
2040	2015	05 - Antioquia	Cabecera	NA : NO APLICA	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	24510.0	1	1	24510.0	0.0
2041	2015	05 - Antioquia	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	4	7	993975	116148.0	62	7	88448.0	10000.0
2042	2015	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NIVEL 1	2	5	1051926	86755.0	49	3	86755.0	10000.0
2043	2015	05 - Antioquia	Cabecera	SALUD: PREPAGADA	FEMENINO	De 19 a 26 años	4 - PARTICULAR	NO REPORTADO	1	1	0	48200.0	1	1	48200.0	0.0
2044	2015	05 - Antioquia	Rural	SALUD: SUBSIDIADO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	1	1	0	20600.0	1	1	20600.0	0.0
2045	2015	05 - Antioquia	Cabecera	SALUD: EXCEPCION / ESPECIAL	FEMENINO	De 19 a 26 años	5 - OTRO	NO REPORTADO	1	1	0	62000.0	1	1	62000.0	0.0
2047	2015	05 - Antioquia	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	2	5	0	480160.0	10	5	480160.0	4200.0
2048	2015	05 - Antioquia	Cabecera	NA : NO APLICA	FEMENINO	De 19 a 26 años	3 - VINCULADO	NO REPORTADO	3	3	0	298220.0	9	3	351200.0	52982.0
2049	2015	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO APLICA	1	2	37649	21400.0	6	1	21400.0	2500.0
2050	2015	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	25800.0	1	1	25800.0	2500.0
2051	2015	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	5 - OTRO	NO REPORTADO	2	2	0	55310.0	3	2	55310.0	7500.0
2052	2015	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 19 a 26 años	5 - OTRO	NO REPORTADO	1	1	0	18485.0	1	1	18485.0	0.0
2053	2015	05 - Antioquia	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	1	1	0	240000.0	2	1	240000.0	0.0
2054	2015	05 - Antioquia	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	5	19	234590	3827846.0	63	28	3827846.0	7400.0
2055	2015	05 - Antioquia	Centro Poblado	SALUD: CONTRIBUTIVO	MASCULINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	3	6	1314716	12510.0	22	3	12510.0	9900.0
2056	2015	05 - Antioquia	Centro Poblado	SALUD: SUBSIDIADO	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	2	1	0	1221200.0	9	1	1221200.0	71000.0
2059	2015	05 - Antioquia	Rural	SALUD: SUBSIDIADO	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	5	14	65795	1152000.0	25	13	1152000.0	0.0
2060	2016	05 - Antioquia	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NIVEL 1	2	2	0	96058.0	2	2	96058.0	0.0
2061	2016	05 - Antioquia	Cabecera	NA : NO APLICA	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	39800.0	1	1	39800.0	0.0
2062	2016	05 - Antioquia	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	3	15	319331	7009917.0	90	33	7013517.0	6400.0
2063	2016	05 - Antioquia	Rural	SALUD: SUBSIDIADO	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	2	9	111500	1891351.0	28	8	1891351.0	0.0
2064	2016	05 - Antioquia	Rural	SALUD: SUBSIDIADO	MASCULINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	1	1	247608	0.0	1	1	0.0	0.0
2065	2016	05 - Antioquia	Cabecera	SALUD: SUBSIDIADO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	1	1	0	332000.0	3	1	332000.0	0.0
2066	2016	05 - Antioquia	Rural	SALUD: CONTRIBUTIVO	MASCULINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	1	6	0	75292.0	9	1	0.0	16200.0
2068	2016	05 - Antioquia	Cabecera	SALUD: PREPAGADA	FEMENINO	De 19 a 26 años	5 - OTRO	NO REPORTADO	1	1	0	0.0	2	1	0.0	0.0
2069	2016	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO APLICA	1	5	32366	49383.0	35	1	0.0	48600.0
2070	2016	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	3	22	227004	993529.0	81	24	73036.0	56500.0
2072	2016	05 - Antioquia	Centro Poblado	SALUD: CONTRIBUTIVO	MASCULINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	1	2	0	0.0	4	1	0.0	5400.0
2073	2016	05 - Antioquia	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 19 a 26 años	2 - SUBSIDIADO	NIVEL 1	1	1	0	39800.0	1	1	39800.0	0.0
2074	2016	05 - Antioquia	Cabecera	NA : NO APLICA	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	1	1	0	19300.0	1	1	27600.0	8300.0
2076	2016	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NIVEL 1	1	5	0	0.0	7	3	0.0	13500.0
2077	2016	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	5	70	1742201	7994997.0	367	90	4511547.0	313900.0
2078	2016	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NIVEL 1	1	1	0	25800.0	1	1	25800.0	2500.0
2079	2016	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	1	3	0	0.0	8	2	0.0	18900.0
2080	2016	05 - Antioquia	Cabecera	SALUD: SUBSIDIADO	MASCULINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	2	7	171180	1023666.0	18	5	1023666.0	33200.0
2081	2016	05 - Antioquia	Centro Poblado	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	1	2	0	22762.0	2	1	22762.0	0.0
2082	2016	05 - Antioquia	Centro Poblado	SALUD: SUBSIDIADO	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	1420000.0	10	1	1420000.0	28414.0
2085	2017	05 - Antioquia	Centro Poblado	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	1	1	0	99350.0	2	1	0.0	5800.0
2086	2017	05 - Antioquia	Cabecera	NA : NO APLICA	MASCULINO	De 19 a 26 años	3 - VINCULADO	NO REPORTADO	1	1	0	29500.0	1	1	29500.0	0.0
2088	2017	05 - Antioquia	Rural	SALUD: SUBSIDIADO	MASCULINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	1	3	0	147191.0	5	3	147191.0	0.0
2089	2017	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NIVEL 1	2	5	0	97679.0	18	3	59000.0	5800.0
2090	2017	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	1	9	21382	671477.0	33	6	0.0	0.0
2091	2017	05 - Antioquia	Rural	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	1	2	53325	18365.0	3	2	21265.0	2900.0
2092	2017	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	7	106	2745848	19639849.0	729	146	15072787.0	978800.0
2094	2017	05 - Antioquia	Cabecera	NA : NO APLICA	FEMENINO	De 19 a 26 años	2 - SUBSIDIADO	NO REPORTADO	1	1	0	36125.0	1	1	36125.0	0.0
2095	2017	05 - Antioquia	Cabecera	NA : NO APLICA	FEMENINO	De 19 a 26 años	3 - VINCULADO	NO REPORTADO	1	1	629090	91960.0	32	1	91960.0	0.0
2096	2017	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	FEMENINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO APLICA	1	3	24284	102716.0	26	2	0.0	63200.0
2097	2017	05 - Antioquia	Cabecera	SALUD: CONTRIBUTIVO	MASCULINO	De 19 a 26 años	1 - CONTRIBUTIVO	NO REPORTADO	5	27	538764	913265.0	67	24	846310.0	34800.0
